afford,/əˈfôrd/,permitirse
flog,/flɑːɡ,azotar
dig,/dɪɡ/,cavar
grovel,/ˈɡrɑː.vəl/,arrastrar
vanish,/ˈvæn.ɪʃ/,desvanecerse
deserve,/dɪˈzɝːv/,merecer
flunk,/flʌŋk/,suspender
untangle,/ʌnˈtæŋ.ɡəl/,desenredar
fade,/feɪd/,descolorarse
witness,/ˈwɪt.nəs/,presenciar
gnaw,/nɑː/,roer
entomb,/ɪnˈtuːm/,enterrar
snuck,/snʌk/,escabullirse
prick,/prɪk/,pinchar
struggle,/ˈstrʌɡ.əl/,luchar
sweep,/swiːp/,barrer
engulf,/ɪnˈɡʌlf/,sumergir
scoot,/skuːt/,largarse
stumble,/ˈstʌm.bəl/,tropezar
whisk,/wɪsk/,batir
groan,/ɡroʊn/,gemir
moan,/moʊn/,gemir
fold,/foʊld/,doblar
shudder,/ˈʃʌd.ɚ/,estremecerse
squeeze,/skwiːz/,exprimir
stagger,/ˈstæɡ.ɚ/,tambalear
stare,/ster/,mirar fijamente
dare,/der/,atreverse
creak,/kriːk/,crujir
scratch,/skrætʃ/,rasguñar
rumble,/ˈrʌm.bəl/,retumbar
sigh,/saɪ/,suspirar
yell,/jel/,gritar
surround,/səˈraʊnd/,rodear
gather,/ˈɡæð.ɚ/,reunir
nudge,/nʌdʒ/,empujar
swat,/swɑːt/,aplastar
leap,/liːp/,saltar
flinch,/flɪntʃ/,retroceder
stomp,/stɑːmp/,pisar fuerte
snatch,/snætʃ/,arrebatar
wail,/weɪl/,gemir
realize,/ˈriː.ə.laɪz/,darse cuenta
bark,/bɑːrk/,ladrar
limp,/lɪmp/,cojear
grovel,/ˈɡrɑː.vəl/,arrastrarse
forsake,/fɔːrˈseɪk/,abandonar
shred,/ʃred/,desgarrar
beseech,/bɪˈsiːtʃ/,implorar
cringe,/krɪndʒ/,encogerse
gape,/ɡeɪp/,mirar boquiabierto
conceal,/kənˈsiːl/,encubrir
savor,/ˈseɪ·vər/,saborear
clench,/klentʃ/,apretar
linger,/ˈlɪŋ.ɡɚ/,persistir
resort,/rɪˈzɔːrt/,recurrir
gut,/ɡʌt/,destripar
subside,/səbˈsaɪd/,disminuir
tilt,/tɪlt/,inclinar
beg,/beɡ/,mendigar
bent,/bent/,doblar
sink,/sɪŋk/,hundir
endow,/ɪnˈdaʊ/,dotar
rub,/rʌb/,frotar
behave,/bɪˈheɪv/,comportarse
spit,/spɪt/,escupir
bloat,/bloʊt/,inflar
itch,/ɪtʃ/,picar (comezón)
brawl,/brɑːl/,pelearse
wield,/wiːld/,empuñar
banter,/ˈbæn.t̬ɚ/,bromear
smash,/smæʃ/,aplastar
shirk,/ʃɝːk/,eludir
haggle,/ˈhæɡ.əl/,regatear
hum,,tararear
gossip,,chismear
wrestle,,luchar
huddle,,acurrurcarse|amontonarse
flood,,inundar